OBJECTID,WHO_REGION,ISO_2_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM3_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
43,AFRO,LR,GLIO-TWARBO,GRAND GEDEH,GRAND GEDEH,LIBERIA,LR001006001005000000,LR001006001000000000,LR001006000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.58703043000,5.68205350000,Glio-Twarbo,Grand Gedeh,Grand Gedeh,{46E6B44C-78F9-4A47-866C-47E0CAE499F3},{1ACFF5CE-8BE8-41AD-8B75-23006FA2D9E8},{F2A8E625-1954-4416-81E4-F9D5D8F25E6F},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{44AB6321-84BF-44FB-831C-3965EB0E3868},1.73441912215,0.11619987322
44,AFRO,LR,KONOBO,GRAND GEDEH,GRAND GEDEH,LIBERIA,LR001006001006000000,LR001006001000000000,LR001006000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.87964241000,5.82669131000,Konobo,Grand Gedeh,Grand Gedeh,{BB8D35DD-6F15-40AB-99F5-C7AA3DC0AD14},{1ACFF5CE-8BE8-41AD-8B75-23006FA2D9E8},{F2A8E625-1954-4416-81E4-F9D5D8F25E6F},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{5C14D368-ED92-4A9E-86C3-7D3D8F9DF0E6},1.77384839037,0.13225191015
45,AFRO,LR,PUTU,GRAND GEDEH,GRAND GEDEH,LIBERIA,LR001006001007000000,LR001006001000000000,LR001006000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.20273340000,5.66453736000,Putu,Grand Gedeh,Grand Gedeh,{E5D80D4A-8DCC-48E1-90AB-76D27780AAF3},{1ACFF5CE-8BE8-41AD-8B75-23006FA2D9E8},{F2A8E625-1954-4416-81E4-F9D5D8F25E6F},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{70588BE5-8194-47ED-8828-0F9696AAE37D},1.34628070168,0.08907373096
46,AFRO,LR,TCHIEN,GRAND GEDEH,GRAND GEDEH,LIBERIA,LR001006001008000000,LR001006001000000000,LR001006000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.08730784000,6.00709768000,Tchien,Grand Gedeh,Grand Gedeh,{29FA9A2A-5F10-475C-8AC0-684A0EC27C16},{1ACFF5CE-8BE8-41AD-8B75-23006FA2D9E8},{F2A8E625-1954-4416-81E4-F9D5D8F25E6F},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{7E4854F3-BB90-405B-82B1-E1CFBFD89A3B},1.69941621680,0.10947107275
47,AFRO,LR,BARCLAYVILLE,GRAND KRU,GRAND KRU,LIBERIA,LR001007001001000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.18293808000,4.71813288000,Barclayville,Grand Kru,Grand Kru,{26A3719D-73E9-41CB-8658-2701C79407DE},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{7F4D98B5-8DAD-4A92-B044-052BAA40ED39},1.11587720714,0.04396753353
48,AFRO,LR,BLEEBO,GRAND KRU,GRAND KRU,LIBERIA,LR001007001002000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.95353937000,4.75303919000,Bleebo,Grand Kru,Grand Kru,{82971A14-CA9D-4C75-8B7A-CA9AF3F0FBF8},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{8B5DFC97-7E08-4BD3-8C24-9AE7BAD53A95},0.42552724879,0.00913052615
49,AFRO,LR,BOLLOH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001003000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.40170320000,4.96259485000,Bolloh,Grand Kru,Grand Kru,{57D43F9A-652F-4417-B902-23CEC0486167},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{54EC21E1-0295-4BA0-8D41-DE356556205F},0.48509994783,0.01035863693
50,AFRO,LR,BUAH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001004000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.17138505000,4.86225609000,Buah,Grand Kru,Grand Kru,{179D1395-F832-47BB-B84C-807D00B30ADE},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{EBB8BFF1-EC38-4D81-B367-B2FD67C97840},0.83060405491,0.02277067332
51,AFRO,LR,DORBOR,GRAND KRU,GRAND KRU,LIBERIA,LR001007001005000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.28203693000,4.99082045000,Dorbor,Grand Kru,Grand Kru,{DF637F85-44F9-43C8-990E-B4EFF04B09D2},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{47870FA9-1E9C-49CA-9C22-1DD1A491727B},0.58564977122,0.01939618211
52,AFRO,LR,DWEH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001006000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.06689987000,5.06802775000,Dweh,Grand Kru,Grand Kru,{ADF7280F-C25B-4DBC-BA7C-EFEDCD8358A3},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{B96B1941-8E07-4F01-B9AD-52A2F12DAD81},0.34905016817,0.00685239863
53,AFRO,LR,FELO-JEKWI,GRAND KRU,GRAND KRU,LIBERIA,LR001007001007000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.38410599000,4.72232994000,Felo-Jekwi,Grand Kru,Grand Kru,{B4157CD5-202E-4A4A-AD2C-9CDB78BE4403},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{DD41DA65-6329-40BC-8D52-37D5135B3897},0.53381842073,0.01308889192
54,AFRO,LR,FENETOE,GRAND KRU,GRAND KRU,LIBERIA,LR001007001008000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.37431360000,4.90210617000,Fenetoe,Grand Kru,Grand Kru,{80DBDF5C-8C24-4837-9EB3-9FF5CAD6487C},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{5D005E1D-CF6D-4784-AD64-BB03F1EE91C4},0.28739396797,0.00336571087
55,AFRO,LR,FORPOH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001009000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.23716383000,5.11232714000,Forpoh,Grand Kru,Grand Kru,{EA966AFD-68F2-40AF-AD4A-0E00D2D66702},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{2D03D33C-F197-4357-B602-75DFA3C9B9A1},0.35780833835,0.00635341975
56,AFRO,LR,GARRAWAY,GRAND KRU,GRAND KRU,LIBERIA,LR001007001010000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.90569466000,4.55839442000,Garraway,Grand Kru,Grand Kru,{0B58E532-AD17-4D0F-AE65-15768422BB36},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{E708F9D2-A6F6-4E12-9BC1-BB4D12C11CAC},0.85290252529,0.02741708288
57,AFRO,LR,GEE,GRAND KRU,GRAND KRU,LIBERIA,LR001007001011000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.15348264000,4.93705678000,Gee,Grand Kru,Grand Kru,{3C054947-85B8-4D0B-935D-D9D72EFC7868},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{DA30C10C-7E1F-46FC-879C-10A6375E39CA},0.33085093882,0.00572082956
58,AFRO,LR,GRAND CESS WEDABO,GRAND KRU,GRAND KRU,LIBERIA,LR001007001012000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.09061042000,4.62528241000,Grand Cess Wedabo,Grand Kru,Grand Kru,{74CF0662-5576-4027-B2CF-D2A92752CEA0},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{767CE9DD-0CDB-4ABD-9CA8-AC4544E00CD3},0.88392168434,0.03419788366
59,AFRO,LR,KPI,GRAND KRU,GRAND KRU,LIBERIA,LR001007001013000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.12729322000,4.98291851000,Kpi,Grand Kru,Grand Kru,{E3FF8565-08B4-409E-85CC-29ADA43D6808},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{B42DC03C-982A-4028-89D3-4CF16CC636FD},0.74134130438,0.01489932646
60,AFRO,LR,LOWER JLOH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001014000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.56620582000,4.87477711000,Lower Jloh,Grand Kru,Grand Kru,{29712A39-4D00-4508-9398-E94B2307E05C},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{7FEA9EFA-A7F9-4B59-BE94-F5CE07477C19},0.80534099316,0.02908650807
61,AFRO,LR,NROKWIA-WESLDOW,GRAND KRU,GRAND KRU,LIBERIA,LR001007001015000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.32022424000,4.82369248000,Nrokwia-Wesldow,Grand Kru,Grand Kru,{D8F07DA4-2F3D-4E85-8C58-48C8D3D55E3C},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{56AA22AC-6A4F-496B-A875-F2D309BE8D2C},0.60029666591,0.01897682680
62,AFRO,LR,TRENBO,GRAND KRU,GRAND KRU,LIBERIA,LR001007001016000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.87002915000,4.69700880000,Trenbo,Grand Kru,Grand Kru,{ACDAF108-FAF0-4E27-B9A5-AA4AA9A6336F},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{73043FC7-5A33-4676-B1A6-6005355EFD6A},0.59667351942,0.02000600597
63,AFRO,LR,UPPER JLOH,GRAND KRU,GRAND KRU,LIBERIA,LR001007001017000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.47019478000,4.80564487000,Upper Jloh,Grand Kru,Grand Kru,{49DAF7E5-2CF9-49D9-986A-5BE312B54D91},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{50F60294-DFE4-4B18-A28A-FA25A542A302},0.78100166073,0.02107528266
64,AFRO,LR,WLOGBA,GRAND KRU,GRAND KRU,LIBERIA,LR001007001018000000,LR001007001000000000,LR001007000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.17522957000,5.07596603000,Wlogba,Grand Kru,Grand Kru,{AAF2D188-3968-40CE-B447-24FF49C39DA8},{0FEF85C0-C239-40FD-A0BB-4844FDA4D6F9},{33202F46-890A-47F3-B157-064CE8642B9A},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{5F010979-730A-49E6-8832-89859D199046},0.35413150520,0.00737150588
65,AFRO,LR,FOYA,LOFA,LOFA,LIBERIA,LR001008001001000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.20494662000,8.36837506000,Foya,Lofa,Lofa,{E7B0E7FC-3817-4AFA-80B5-2D9A8B7F0957},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{0E96A75D-72D9-4DFB-A269-67C75B8E9F65},1.30786163589,0.04959422654
66,AFRO,LR,KOLAHUN,LOFA,LOFA,LIBERIA,LR001008001002000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.14537406000,8.06321061000,Kolahun,Lofa,Lofa,{982310C7-9A55-4160-A816-A568F45A69D3},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{00CD2457-0A4A-4768-896C-B510623CAC7B},2.86574857346,0.18352532480
67,AFRO,LR,QUARDU BOUNDI,LOFA,LOFA,LIBERIA,LR001008001003000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.61185194000,8.36568935000,Quardu Boundi,Lofa,Lofa,{5DCC46F4-5406-4147-A820-11DF4B45CF67},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{B7E0336D-A797-4BCA-B453-8ED6ADB5773F},1.01919076452,0.02839432562
68,AFRO,LR,SALAYEA,LOFA,LOFA,LIBERIA,LR001008001004000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.56261952000,7.45748956000,Salayea,Lofa,Lofa,{76C3521D-BCFC-492E-B5C0-BD2DDCBDF6E4},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{EEAB8BCF-776E-47CA-B68D-5612D956D669},2.00174339964,0.10552899277
69,AFRO,LR,VAHUN,LOFA,LOFA,LIBERIA,LR001008001005000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.49404379000,8.03841544000,Vahun,Lofa,Lofa,{C3225F93-098A-4F6B-B504-D0E375172E6E},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{67485C66-17FE-475A-847D-38C05B39C9EB},0.82947344476,0.03130504320
70,AFRO,LR,VOINJAMA,LOFA,LOFA,LIBERIA,LR001008001006000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.84688660000,8.23983321000,Voinjama,Lofa,Lofa,{03FE40A5-B805-4982-9421-12A6FC6A5717},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{D52B4D27-1140-415E-B9D6-FF9F1B7CE9DE},1.84984246320,0.15725974215
71,AFRO,LR,ZORZOR,LOFA,LOFA,LIBERIA,LR001008001007000000,LR001008001000000000,LR001008000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.65625567000,7.88679666000,Zorzor,Lofa,Lofa,{CA954914-6CB5-4169-9DCD-CE1BFD1B5066},{D1EBDED5-42AF-45D5-B572-212D622ABDFB},{57341707-F0C2-4A6C-AB40-22561CE7691D},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{0E0B79EE-B924-4094-8F15-32D916C551F9},2.53522507105,0.25361179387
72,AFRO,LR,FIRESTONE,MARGIBI,MARGIBI,LIBERIA,LR001009001001000000,LR001009001000000000,LR001009000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.34875726000,6.38673711000,Firestone,Margibi,Margibi,{B06C4D24-5BDF-4C8E-9DCC-A08257E14F7A},{D511A13B-4AB3-4ED0-9D4D-CDEE7C37DE97},{7013932F-50C4-4D02-B4D5-971F8FFC070E},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{38D3C590-3264-4F8A-A002-FA113D551A03},1.11526972766,0.03213804161
73,AFRO,LR,GIBI,MARGIBI,MARGIBI,LIBERIA,LR001009001002000000,LR001009001000000000,LR001009000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.01637432000,6.56789489000,Gibi,Margibi,Margibi,{2A901C4F-539C-41D6-B6E3-A6D12E34F0B0},{D511A13B-4AB3-4ED0-9D4D-CDEE7C37DE97},{7013932F-50C4-4D02-B4D5-971F8FFC070E},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{AA4D332D-1FA8-4CA4-A823-F5D37D620BCB},1.03143683267,0.04536595476
74,AFRO,LR,KAKATA,MARGIBI,MARGIBI,LIBERIA,LR001009001003000000,LR001009001000000000,LR001009000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.25707067000,6.67820641000,Kakata,Margibi,Margibi,{EEA099F6-31EF-4B06-A468-5B9254DA45E8},{D511A13B-4AB3-4ED0-9D4D-CDEE7C37DE97},{7013932F-50C4-4D02-B4D5-971F8FFC070E},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{5DDEDE2A-0F00-4074-B507-18FC53A43491},1.57342185182,0.08449632390
75,AFRO,LR,MAMBAH KABA,MARGIBI,MARGIBI,LIBERIA,LR001009001004000000,LR001009001000000000,LR001009000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.50124272000,6.26216581000,Mambah Kaba,Margibi,Margibi,{74D57A9D-1792-47A5-8812-BF79F9EAC3EA},{D511A13B-4AB3-4ED0-9D4D-CDEE7C37DE97},{7013932F-50C4-4D02-B4D5-971F8FFC070E},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{9C509E61-1854-4993-9025-9B861731BB91},1.03459783941,0.04695033589
76,AFRO,LR,GWELEKPOKEN,MARYLAND,MARYLAND,LIBERIA,LR001010001001000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.94071769000,4.91510488000,Gwelekpoken,Maryland,Maryland,{BA032DDF-110D-4B2B-8374-4B52F6034A01},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{F830779D-C36D-4DCE-BF0C-F075E97928E8},0.89663906439,0.02643583768
77,AFRO,LR,HARPER,MARYLAND,MARYLAND,LIBERIA,LR001010001002000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.67803501000,4.42228852000,Harper,Maryland,Maryland,{B55C4B54-6E3B-466B-B5B2-EE6B6FC802BF},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{D054EF63-E560-48A9-8545-B5CA9741286A},0.89031718352,0.02626257836
78,AFRO,LR,KARLUWAY#1,MARYLAND,MARYLAND,LIBERIA,LR001010001003000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.74874446000,4.81079870000,Karluway 1,Maryland,Maryland,{11369B48-EE07-4748-BEFA-C614B7E6EB4B},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{00A41267-90C7-453D-93B0-E03EBFD3A78A},0.90570064234,0.02749538539
79,AFRO,LR,KARLUWAY#2,MARYLAND,MARYLAND,LIBERIA,LR001010001004000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.67926885000,4.69281095000,Karluway 2,Maryland,Maryland,{BBF87587-F6DD-4F3B-BC5C-8819345DD784},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{6ADAA737-C930-4A2A-B78E-9B8CFFA825F1},0.82945991820,0.03582342083
80,AFRO,LR,NYORKEN,MARYLAND,MARYLAND,LIBERIA,LR001010001005000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.86383951000,5.00731959000,Nyorken,Maryland,Maryland,{505EECF6-4B07-469B-8030-E0A7B27C8725},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{4E1130D6-2388-49E8-931E-B8C6854581E9},0.68140698708,0.01625035318
81,AFRO,LR,PLEEBO/SODOKEN,MARYLAND,MARYLAND,LIBERIA,LR001010001006000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-7.66988932000,4.54403439000,Pleebo/Sodoken,Maryland,Maryland,{5B2CAE08-3C9C-465A-B8EF-AFCB27B88A2D},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{FC3AD2DC-423C-45F0-8BB8-E25B45EAC296},0.96443172186,0.03814171707
82,AFRO,LR,WHOJAH,MARYLAND,MARYLAND,LIBERIA,LR001010001007000000,LR001010001000000000,LR001010000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.00812111000,4.95596176000,Whojah,Maryland,Maryland,{B5EFF0C2-84B9-41D5-9D79-2745B4F44139},{5FD4B485-A096-488F-BD8C-4394B349012C},{47564408-1069-403C-96B7-36A0C4D19BDA},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{F60F5E87-5803-4271-8D69-8EEDED37181B},0.72747567696,0.01693710977
83,AFRO,LR,CAREYSBURG,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001001000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.55304386000,6.43763330000,Careysburg,Montserrado,Montserrado,{B80F8F06-4A4E-42F3-8131-720FE490B405},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{9C281083-77E3-4F8C-9413-EC8C55392586},0.98611689821,0.02802991423
84,AFRO,LR,COMONWEALTH,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001002000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.66883510000,6.38380201000,Comonwealth,Montserrado,Montserrado,{305F7BE0-96D2-4FCF-8AAF-CD1B97AC814F},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{718738E1-6A12-46DB-BB27-D019B4BAB599},0.48838314520,0.00805009764
85,AFRO,LR,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.71739946000,6.31602311000,Greater Monrovia,Montserrado,Montserrado,{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{C8F61DAC-5E5F-4991-8270-5A7FBD06CFE7},1.42868732231,0.01599105812
86,AFRO,LR,ST. PAUL RIVER,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001004000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-10.74509581000,6.50943883000,Saint Paul River,Montserrado,Montserrado,{3C242392-4DB2-4EC5-A856-BB70E82071D3},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Changed St. to Saint,{C9D4A65A-17DD-4BBA-9D74-93B9A991923F},1.45582957252,0.03696656331
